Date,Temperature (°C),Humidity (%),Precipitation (mm),Dewpoint (°C),Atmospheric Pressure (hPa),Surface Pressure (hPa),Windspeed (m/s),Wind Gusts (m/s),Cloudcover (%),Evapotranspiration (mm),Soil Type,Crops Grown,X,Y,Soil ph value,Soil Carbon,Nitrogen,temperature_2m (°C),relative_humidity_2m (%),soil_temperature_18cm (°C),Soil Moisture
11/1/87 0:00,6.036840955,84.74931402,2.452334555,22.79699622,1007.544067,1002.270253,4.402904633,14.63064028,55.30218827,4.791577564,Clay,Wheat,-119.3320111,35.8618528,6.5,1.7,139,32.5,29,32.9,7.45
12/1/87 0:00,6.036840955,84.74931402,2.452334555,22.79699622,1007.544067,1002.270253,4.402904633,14.63064028,55.30218827,4.791577564,Clay,Wheat,-119.0620972,35.9010361,5.3,7.9,56,30.9,29,32.7,7.55
13-01-1987 00:00,6.036840955,84.74931402,2.452334555,22.79699622,1007.544067,1002.270253,4.402904633,14.63064028,55.30218827,4.791577564,Clay,Wheat,-119.0625444,35.9064278,3.3,37.3,60,28.8,28,32.4,7.9
14-01-1987 00:00,6.036840955,84.74931402,2.452334555,22.79699622,1007.544067,1002.270253,4.402904633,14.63064028,55.30218827,4.791577564,Clay,Wheat,-119.329834,35.87080002,3.3,0.7,58,27.3,30,32,7.2
15-01-1987 00:00,6.036840955,84.74931402,2.452334555,22.79699622,1007.544067,1002.270253,4.402904633,14.63064028,55.30218827,4.791577564,Clay,Wheat,-119.3320541,35.87052155,5.5,8,67,24.4,42,31.6,8.05
16-01-1987 00:00,9.442408126,54.18817112,1.707779957,8.851996183,1018.176791,1021.032235,5.958517081,7.400605667,42.47261322,2.010121933,Clay,Wheat,-119.7916641,36.2333336,31.1,14.7,58,36.8,27,29.1,8.55
17-01-1987 00:00,9.442408126,54.18817112,1.707779957,8.851996183,1018.176791,1021.032235,5.958517081,7.400605667,42.47261322,2.010121933,Clay,Wheat,-119.6809766,37.6588158,5.3,10.7,58,38,25,29.4,9.2
18-01-1987 00:00,9.442408126,54.18817112,1.707779957,8.851996183,1018.176791,1021.032235,5.958517081,7.400605667,42.47261322,2.010121933,Clay,Wheat,-119.7570904,37.7071476,7,12.4,58,40.4,22,29.9,8.4
19-01-1987 00:00,9.442408126,54.18817112,1.707779957,8.851996183,1018.176791,1021.032235,5.958517081,7.400605667,42.47261322,2.010121933,Clay,Wheat,-119.6787529,37.548818,7.4,136.4,139,42.8,19,30.5,8.2
20-01-1987 00:00,9.442408126,54.18817112,1.707779957,8.851996183,1018.176791,1021.032235,5.958517081,7.400605667,42.47261322,2.010121933,Clay,Wheat,-119.6673654,37.6757601,28.4,55.7,58,43.9,16,31.2,8.5
21-01-1987 00:00,9.442408126,54.18817112,1.707779957,8.851996183,1018.176791,1021.032235,5.958517081,7.400605667,42.47261322,2.010121933,Clay,Wheat,-119.6570873,37.6754824,5.5,17.1,264,43.7,16,31.9,7.7
22-01-1987 00:00,20.57340767,66.12235817,8.152639258,22.00849748,1005.800373,1001.080451,7.155495698,14.62647427,98.21786608,3.94816112,Clay,Wheat,-120.76025,36.731861,18,2.7,139,33.6,36,34.2,4.5
23-01-1987 00:00,20.57340767,66.12235817,8.152639258,22.00849748,1005.800373,1001.080451,7.155495698,14.62647427,98.21786608,3.94816112,Clay,Wheat,-120.3333359,36.6319427,26.3,14.8,264,31.4,45,33.9,7.25
24-01-1987 00:00,20.57340767,66.12235817,8.152639258,22.00849748,1005.800373,1001.080451,7.155495698,14.62647427,98.21786608,3.94816112,Clay,Wheat,-120.757361,36.732806,26.4,8.8,139,29.7,46,33.6,7.1
25-01-1987 00:00,20.57340767,66.12235817,8.152639258,22.00849748,1005.800373,1001.080451,7.155495698,14.62647427,98.21786608,3.94816112,Clay,Wheat,-120.757361,36.732806,14.4,29.7,139,28.5,45,33.2,8.4
26-01-1987 00:00,20.57340767,66.12235817,8.152639258,22.00849748,1005.800373,1001.080451,7.155495698,14.62647427,98.21786608,3.94816112,Clay,Wheat,-120.76025,36.731861,23.7,44.8,58,26.8,49,32.8,8.05
27-01-1987 00:00,20.57340767,66.12235817,8.152639258,22.00849748,1005.800373,1001.080451,7.155495698,14.62647427,98.21786608,3.94816112,Clay,Wheat,-120.7630844,36.3606949,26.1,11.1,60,25.2,53,32.3,6.25
28-01-1987 00:00,20.57340767,66.12235817,8.152639258,22.00849748,1005.800373,1001.080451,7.155495698,14.62647427,98.21786608,3.94816112,Clay,Wheat,-120.7462234,36.3711662,30.3,7.5,56,24.4,57,31.8,7.95
29-01-1987 00:00,20.57340767,66.12235817,8.152639258,22.00849748,1005.800373,1001.080451,7.155495698,14.62647427,98.21786608,3.94816112,Clay,Wheat,-120.76025,36.731861,14.5,40.3,264,23.6,60,31.3,8
30-01-1987 00:00,20.57340767,66.12235817,8.152639258,22.00849748,1005.800373,1001.080451,7.155495698,14.62647427,98.21786608,3.94816112,Clay,Wheat,-120.6590424,36.61355209,22.9,18.8,264,23,67,30.9,7.8
31-01-1987 00:00,20.57340767,66.12235817,8.152639258,22.00849748,1005.800373,1001.080451,7.155495698,14.62647427,98.21786608,3.94816112,Clay,Wheat,-120.6647186,36.6222229,24.3,7.7,264,25,68,30.4,7.75
1/2/87 0:00,20.57340767,66.12235817,8.152639258,22.00849748,1005.800373,1001.080451,7.155495698,14.62647427,98.21786608,3.94816112,Clay,Wheat,-120.6872253,36.5791664,24.4,14.1,58,27.7,57,30,5.2
2/2/87 0:00,20.57340767,66.12235817,8.152639258,22.00849748,1005.800373,1001.080451,7.155495698,14.62647427,98.21786608,3.94816112,Clay,Wheat,-120.76025,36.731861,27.2,2,139,30.2,52,29.8,8.1
3/2/87 0:00,20.57340767,66.12235817,8.152639258,22.00849748,1005.800373,1001.080451,7.155495698,14.62647427,98.21786608,3.94816112,Clay,Wheat,-120.654335,36.3779449,23,79,264,33.5,41,29.8,8
4/2/87 0:00,20.57340767,66.12235817,8.152639258,22.00849748,1005.800373,1001.080451,7.155495698,14.62647427,98.21786608,3.94816112,Clay,Wheat,-120.6934204,36.3813324,22.4,85.5,58,36,30,29.9,9.45
5/2/87 0:00,20.57340767,66.12235817,8.152639258,22.00849748,1005.800373,1001.080451,7.155495698,14.62647427,98.21786608,3.94816112,Clay,Wheat,-120.654335,36.3779449,25.1,10.5,60,38.3,27,30.1,7.9
6/2/87 0:00,20.57340767,66.12235817,8.152639258,22.00849748,1005.800373,1001.080451,7.155495698,14.62647427,98.21786608,3.94816112,Clay,Wheat,-120.757361,36.732806,20.6,20.2,139,41,23,30.5,8.55
7/2/87 0:00,20.57340767,66.12235817,8.152639258,22.00849748,1005.800373,1001.080451,7.155495698,14.62647427,98.21786608,3.94816112,Clay,Wheat,-120.757361,36.732806,16.7,6.2,60,42.5,21,30.9,8.2
8/2/87 0:00,20.57340767,66.12235817,8.152639258,22.00849748,1005.800373,1001.080451,7.155495698,14.62647427,98.21786608,3.94816112,Clay,Wheat,-120.3333359,36.6319427,22,1.1,60,43.3,19,31.5,8.55
9/2/87 0:00,20.57340767,66.12235817,8.152639258,22.00849748,1005.800373,1001.080451,7.155495698,14.62647427,98.21786608,3.94816112,Clay,Wheat,-120.76025,36.731861,18.4,15.1,56,44.5,14,32.1,7.85
10/2/87 0:00,20.57340767,66.12235817,8.152639258,22.00849748,1005.800373,1001.080451,7.155495698,14.62647427,98.21786608,3.94816112,Clay,Wheat,-120.3723679,36.70466232,17.1,1.1,67,44.3,11,32.7,8.1
11/2/87 0:00,20.57340767,66.12235817,8.152639258,22.00849748,1005.800373,1001.080451,7.155495698,14.62647427,98.21786608,3.94816112,Clay,Wheat,-120.76025,36.731861,24.6,1.1,58,43.9,8,33.3,7.9
12/2/87 0:00,20.57340767,66.12235817,8.152639258,22.00849748,1005.800373,1001.080451,7.155495698,14.62647427,98.21786608,3.94816112,Clay,Wheat,-120.6872253,36.5791664,22,1.1,67,42.3,9,33.6,7.8
13-02-1987 00:00,20.57340767,66.12235817,8.152639258,22.00849748,1005.800373,1001.080451,7.155495698,14.62647427,98.21786608,3.94816112,Clay,Wheat,-120.7462234,36.3711662,29.9,1.1,67,39.4,11,33.8,7.7
14-02-1987 00:00,20.57340767,66.12235817,8.152639258,22.00849748,1005.800373,1001.080451,7.155495698,14.62647427,98.21786608,3.94816112,Clay,Wheat,-120.7462234,36.3711662,23.9,1.1,264,35.2,18,33.9,7.7
15-02-1987 00:00,20.57340767,66.12235817,8.152639258,22.00849748,1005.800373,1001.080451,7.155495698,14.62647427,98.21786608,3.94816112,Clay,Wheat,-120.7630844,36.3606949,28.9,1.1,264,33.7,26,33.7,8.1
16-02-1987 00:00,20.57340767,66.12235817,8.152639258,22.00849748,1005.800373,1001.080451,7.155495698,14.62647427,98.21786608,3.94816112,Clay,Wheat,-120.6590424,36.61355209,13,11.2,67,31.8,33,33.6,7.75
17-02-1987 00:00,20.57340767,66.12235817,8.152639258,22.00849748,1005.800373,1001.080451,7.155495698,14.62647427,98.21786608,3.94816112,Clay,Wheat,-120.565155,36.5313301,21.9,1.1,56,29.5,38,33.2,7.8
18-02-1987 00:00,20.57340767,66.12235817,8.152639258,22.00849748,1005.800373,1001.080451,7.155495698,14.62647427,98.21786608,3.94816112,Clay,Wheat,-120.3723679,36.70466232,29.6,1.1,58,27.4,45,32.9,8.6
19-02-1987 00:00,20.57340767,66.12235817,8.152639258,22.00849748,1005.800373,1001.080451,7.155495698,14.62647427,98.21786608,3.94816112,Clay,Wheat,-120.76025,36.731861,26.7,1.1,56,25.8,55,32.5,8.9
20-02-1987 00:00,20.57340767,66.12235817,8.152639258,22.00849748,1005.800373,1001.080451,7.155495698,14.62647427,98.21786608,3.94816112,Clay,Wheat,-120.3333359,36.6319427,25.2,1.1,58,25.4,52,32,8.25
21-02-1987 00:00,20.57340767,66.12235817,8.152639258,22.00849748,1005.800373,1001.080451,7.155495698,14.62647427,98.21786608,3.94816112,Clay,Wheat,-119.4827805,37.3297234,18.2,1.1,264,23.7,57,31.5,7.8
22-02-1987 00:00,20.57340767,66.12235817,8.152639258,22.00849748,1005.800373,1001.080451,7.155495698,14.62647427,98.21786608,3.94816112,Clay,Wheat,-119.4110031,37.2416954,25.6,2.4,58,22.7,61,31.1,8.1
23-02-1987 00:00,20.57340767,66.12235817,8.152639258,22.00849748,1005.800373,1001.080451,7.155495698,14.62647427,98.21786608,3.94816112,Clay,Wheat,-119.5636673,37.3788338,24.2,4.2,264,22.1,65,30.6,7.85
24-02-1987 00:00,20.57340767,66.12235817,8.152639258,22.00849748,1005.800373,1001.080451,7.155495698,14.62647427,98.21786608,3.94816112,Clay,Wheat,-119.4110031,37.2416954,23.2,51.2,139,24.2,64,30.2,7.65
25-02-1987 00:00,20.57340767,66.12235817,8.152639258,22.00849748,1005.800373,1001.080451,7.155495698,14.62647427,98.21786608,3.94816112,Clay,Wheat,-119.4078369,37.2421684,20,4,139,27.1,52,29.8,7.8
26-02-1987 00:00,20.57340767,66.12235817,8.152639258,22.00849748,1005.800373,1001.080451,7.155495698,14.62647427,98.21786608,3.94816112,Clay,Wheat,-119.5613327,37.3769989,25.7,30.8,58,30.6,39,29.5,7.9
27-02-1987 00:00,20.57340767,66.12235817,8.152639258,22.00849748,1005.800373,1001.080451,7.155495698,14.62647427,98.21786608,3.94816112,Clay,Wheat,-118.9433885,36.7239003,11.2,11.2,58,32.5,35,29.5,7.1
28-02-1987 00:00,20.57340767,66.12235817,8.152639258,22.00849748,1005.800373,1001.080451,7.155495698,14.62647427,98.21786608,3.94816112,Clay,Wheat,-119.5613327,37.3769989,1.9,5.6,139,35.2,30,29.6,7.9
1/3/87 0:00,20.57340767,66.12235817,8.152639258,22.00849748,1005.800373,1001.080451,7.155495698,14.62647427,98.21786608,3.94816112,Clay,Wheat,-119.4828339,37.329834,11.4,1.7,139,37.6,24,29.8,7.75
2/3/87 0:00,20.57340767,66.12235817,8.152639258,22.00849748,1005.800373,1001.080451,7.155495698,14.62647427,98.21786608,3.94816112,Clay,Wheat,-118.9433885,36.7239003,7.4,3.3,139,39.5,20,30.2,8.4
3/3/87 0:00,20.57340767,66.12235817,8.152639258,22.00849748,1005.800373,1001.080451,7.155495698,14.62647427,98.21786608,3.94816112,Clay,Wheat,-119.5627747,36.8669434,3.2,9.8,139,40.6,17,30.7,8.2
4/3/87 0:00,20.57340767,66.12235817,8.152639258,22.00849748,1005.800373,1001.080451,7.155495698,14.62647427,98.21786608,3.94816112,Clay,Wheat,-119.7416687,36.2083321,6.9,1.6,56,40.8,16,31.3,8.3
5/3/87 0:00,20.57340767,66.12235817,8.152639258,22.00849748,1005.800373,1001.080451,7.155495698,14.62647427,98.21786608,3.94816112,Clay,Wheat,-119.5613327,37.3769989,7.3,2.5,67,41.7,15,31.9,7.85
6/3/87 0:00,20.57340767,66.12235817,8.152639258,22.00849748,1005.800373,1001.080451,7.155495698,14.62647427,98.21786608,3.94816112,Clay,Wheat,-120.3333359,36.6319427,9,2.4,139,42.6,12,32.4,7.45
7/3/87 0:00,20.57340767,66.12235817,8.152639258,22.00849748,1005.800373,1001.080451,7.155495698,14.62647427,98.21786608,3.94816112,Clay,Wheat,-120.6872253,36.5791664,4,31.8,56,41.8,11,32.9,7.8
8/3/87 0:00,20.57340767,66.12235817,8.152639258,22.00849748,1005.800373,1001.080451,7.155495698,14.62647427,98.21786608,3.94816112,Clay,Wheat,-119.4141693,37.2394981,10,18.8,264,40.8,12,33.2,7.7
9/3/87 0:00,20.57340767,66.12235817,8.152639258,22.00849748,1005.800373,1001.080451,7.155495698,14.62647427,98.21786608,3.94816112,Clay,Wheat,-119.4110031,37.2416954,6.4,9.5,67,38,13,33.4,7.85
10/3/87 0:00,20.57340767,66.12235817,8.152639258,22.00849748,1005.800373,1001.080451,7.155495698,14.62647427,98.21786608,3.94816112,Clay,Wheat,-120.7336121,36.7305565,4.1,11.1,139,34.3,21,33.4,7.75
11/3/87 0:00,20.57340767,66.12235817,8.152639258,22.00849748,1005.800373,1001.080451,7.155495698,14.62647427,98.21786608,3.94816112,Clay,Wheat,-119.5500641,37.3805008,3.1,7.2,58,32.6,26,33.3,8.15
12/3/87 0:00,20.57340767,66.12235817,8.152639258,22.00849748,1005.800373,1001.080451,7.155495698,14.62647427,98.21786608,3.94816112,Clay,Wheat,-119.2231827,37.0638313,3.1,6.5,67,30.4,33,33.1,7.25
13-03-1987 00:00,20.57340767,66.12235817,8.152639258,22.00849748,1005.800373,1001.080451,7.155495698,14.62647427,98.21786608,3.94816112,Clay,Wheat,-118.9433885,36.7239003,7.8,4.5,60,29,37,32.7,8.1
14-03-1987 00:00,20.57340767,66.12235817,8.152639258,22.00849748,1005.800373,1001.080451,7.155495698,14.62647427,98.21786608,3.94816112,Clay,Wheat,-119.4827805,37.3297234,4.8,2.5,58,27.4,46,32.4,7.6
15-03-1987 00:00,20.57340767,66.12235817,8.152639258,22.00849748,1005.800373,1001.080451,7.155495698,14.62647427,98.21786608,3.94816112,Clay,Wheat,-119.4078369,37.2421684,11.1,2.9,264,25.6,52,32,8.15
16-03-1987 00:00,20.57340767,66.12235817,8.152639258,22.00849748,1005.800373,1001.080451,7.155495698,14.62647427,98.21786608,3.94816112,Clay,Wheat,-120.6872253,36.5791664,5.1,11.3,264,24.9,48,31.6,8.5
17-03-1987 00:00,20.57340767,66.12235817,8.152639258,22.00849748,1005.800373,1001.080451,7.155495698,14.62647427,98.21786608,3.94816112,Clay,Wheat,-120.5876465,36.3374481,3.7,2.2,58,21.7,65,31.2,8.2
18-03-1987 00:00,20.57340767,66.12235817,8.152639258,22.00849748,1005.800373,1001.080451,7.155495698,14.62647427,98.21786608,3.94816112,Clay,Wheat,-120.3333359,36.6319427,6.8,8,56,23,64,30.7,7.6
19-03-1987 00:00,20.57340767,66.12235817,8.152639258,22.00849748,1005.800373,1001.080451,7.155495698,14.62647427,98.21786608,3.94816112,Clay,Wheat,-120.654335,36.3779449,7.1,60.9,58,22.2,63,30.3,5.2
20-03-1987 00:00,20.57340767,66.12235817,8.152639258,22.00849748,1005.800373,1001.080451,7.155495698,14.62647427,98.21786608,3.94816112,Clay,Wheat,-120.565155,36.5313301,5.6,7.5,67,23.1,64,29.8,5.5
21-03-1987 00:00,20.57340767,66.12235817,8.152639258,22.00849748,1005.800373,1001.080451,7.155495698,14.62647427,98.21786608,3.94816112,Clay,Wheat,-120.5638885,36.5344429,9.1,15.4,60,25.6,55,29.5,6.9
22-03-1987 00:00,20.57340767,66.12235817,8.152639258,22.00849748,1005.800373,1001.080451,7.155495698,14.62647427,98.21786608,3.94816112,Clay,Wheat,-119.4827805,37.3297234,23,17.6,139,28.7,46,29.2,6.4
23-03-1987 00:00,20.57340767,66.12235817,8.152639258,22.00849748,1005.800373,1001.080451,7.155495698,14.62647427,98.21786608,3.94816112,Clay,Wheat,-119.4341812,36.8675537,4.5,12,58,30.9,44,29.2,5.3
24-03-1987 00:00,20.57340767,66.12235817,8.152639258,22.00849748,1005.800373,1001.080451,7.155495698,14.62647427,98.21786608,3.94816112,Clay,Wheat,-119.5636673,37.3788338,7.8,12.9,264,34,38,29.4,5.8
25-03-1987 00:00,20.57340767,66.12235817,8.152639258,22.00849748,1005.800373,1001.080451,7.155495698,14.62647427,98.21786608,3.94816112,Clay,Wheat,-120.6819458,36.646946,4.2,18.7,58,37.1,29,29.6,6.3
26-03-1987 00:00,20.57340767,66.12235817,8.152639258,22.00849748,1005.800373,1001.080451,7.155495698,14.62647427,98.21786608,3.94816112,Clay,Wheat,-120.6822205,36.5841675,10.6,54.6,58,38.8,24,30,6.5
27-03-1987 00:00,20.57340767,66.12235817,8.152639258,22.00849748,1005.800373,1001.080451,7.155495698,14.62647427,98.21786608,3.94816112,Clay,Wheat,-119.9486084,37.0086098,9.7,28.5,60,40.4,20,30.5,6
28-03-1987 00:00,20.57340767,66.12235817,8.152639258,22.00849748,1005.800373,1001.080451,7.155495698,14.62647427,98.21786608,3.94816112,Clay,Wheat,-119.4828339,37.329834,11,10.8,60,40.8,24,31.1,5.2
29-03-1987 00:00,20.57340767,66.12235817,8.152639258,22.00849748,1005.800373,1001.080451,7.155495698,14.62647427,98.21786608,3.94816112,Clay,Wheat,-119.5500641,37.3805008,11.9,9,264,41.8,20,31.8,6.1
30-03-1987 00:00,20.57340767,66.12235817,8.152639258,22.00849748,1005.800373,1001.080451,7.155495698,14.62647427,98.21786608,3.94816112,Clay,Wheat,-120.3723679,36.70466232,5.3,8.4,56,42.2,20,32.3,6.3
31-03-1987 00:00,20.57340767,66.12235817,8.152639258,22.00849748,1005.800373,1001.080451,7.155495698,14.62647427,98.21786608,3.94816112,Clay,Wheat,-120.7786102,36.7877769,2.9,3.2,56,41.9,20,32.9,5.2
1/4/87 0:00,20.57340767,66.12235817,8.152639258,22.00849748,1005.800373,1001.080451,7.155495698,14.62647427,98.21786608,3.94816112,Clay,Wheat,-118.9433885,36.7239003,3.3,46.2,60,41.1,21,33.2,5.3
2/4/87 0:00,20.57340767,66.12235817,8.152639258,22.00849748,1005.800373,1001.080451,7.155495698,14.62647427,98.21786608,3.94816112,Clay,Wheat,-119.4828339,37.329834,3.5,2,264,38.4,24,33.5,5.6
3/4/87 0:00,20.57340767,66.12235817,8.152639258,22.00849748,1005.800373,1001.080451,7.155495698,14.62647427,98.21786608,3.94816112,Clay,Wheat,-120.7630844,36.3606949,12.7,10.3,56,35.5,27,33.5,6.5
4/4/87 0:00,31.34914329,49.04820446,2.678504143,24.11352271,1011.097422,990.4939856,9.633721771,9.344724177,98.10468849,5.815620319,Clay,Wheat,-119.8098691,37.6696479,13.6,12.5,60,26,44,31.6,5.5
5/4/87 0:00,31.34914329,49.04820446,2.678504143,24.11352271,1011.097422,990.4939856,9.633721771,9.344724177,98.10468849,5.815620319,Clay,Wheat,-119.6809766,37.6588158,10.7,1.2,264,26.2,42,31.1,5.2
6/4/87 0:00,32.17258724,78.04512975,7.78083465,5.81214859,1003.606504,995.1444781,3.313343202,9.39604099,25.18229383,2.579242553,Clay,Wheat,-120.654335,36.3779449,4.8,1.1,56,35.1,40,30.5,7.7
7/4/87 0:00,15.82179304,41.64969425,3.277623511,5.012662966,997.1281689,999.4813069,8.677833902,11.56850588,77.79265478,2.577576975,Clay,Wheat,-120.757361,36.732806,4.8,1.1,58,40.3,20,33.3,6.3
8/4/87 0:00,26.80035849,73.16691165,5.987363423,1.249768456,1000.41334,1022.667525,4.634210749,14.47388327,22.40276498,5.989262686,Clay,Wheat,-120.76025,36.731861,32.3,1.1,56,27.2,42,32.1,6.3
9/4/87 0:00,26.80035849,73.16691165,5.987363423,1.249768456,1000.41334,1022.667525,4.634210749,14.47388327,22.40276498,5.989262686,Clay,Wheat,-120.3333359,36.6319427,26.9,1.1,139,26.2,46,31.8,8.9
10/4/87 0:00,26.80035849,73.16691165,5.987363423,1.249768456,1000.41334,1022.667525,4.634210749,14.47388327,22.40276498,5.989262686,Clay,Wheat,-119.4078369,37.2421684,27.8,1.1,56,24.6,49,31.4,8
11/4/87 0:00,26.80035849,73.16691165,5.987363423,1.249768456,1000.41334,1022.667525,4.634210749,14.47388327,22.40276498,5.989262686,Clay,Wheat,-119.4827805,37.3297234,27.2,1.1,139,23.2,54,31,6.4
12/4/87 0:00,26.80035849,73.16691165,5.987363423,1.249768456,1000.41334,1022.667525,4.634210749,14.47388327,22.40276498,5.989262686,Clay,Wheat,-120.7462234,36.3711662,16.8,1.1,67,22.7,54,30.6,5.3
13-04-1987 00:00,26.80035849,73.16691165,5.987363423,1.249768456,1000.41334,1022.667525,4.634210749,14.47388327,22.40276498,5.989262686,Clay,Wheat,-120.654335,36.3779449,20.5,1.1,56,21.5,57,30.1,6.4
14-04-1987 00:00,26.80035849,73.16691165,5.987363423,1.249768456,1000.41334,1022.667525,4.634210749,14.47388327,22.40276498,5.989262686,Clay,Wheat,-120.7630844,36.3606949,18.8,1.1,264,21.6,57,29.7,6.3
15-04-1987 00:00,26.80035849,73.16691165,5.987363423,1.249768456,1000.41334,1022.667525,4.634210749,14.47388327,22.40276498,5.989262686,Clay,Wheat,-119.3320541,35.87052155,27.4,1.1,58,23.3,55,29.3,5.6
16-04-1987 00:00,26.80035849,73.16691165,5.987363423,1.249768456,1000.41334,1022.667525,4.634210749,14.47388327,22.40276498,5.989262686,Clay,Wheat,-119.329834,35.87080002,22.6,1.1,139,25,51,29,6.6
17-04-1987 00:00,26.80035849,73.16691165,5.987363423,1.249768456,1000.41334,1022.667525,4.634210749,14.47388327,22.40276498,5.989262686,Clay,Wheat,-119.3320111,35.8618528,28.8,1.1,67,27.6,44,28.9,6.2
18-04-1987 00:00,26.80035849,73.16691165,5.987363423,1.249768456,1000.41334,1022.667525,4.634210749,14.47388327,22.40276498,5.989262686,Clay,Wheat,-119.3320111,35.8618528,27.3,1.1,139,29.8,40,28.9,6.1
19-04-1987 00:00,26.80035849,73.16691165,5.987363423,1.249768456,1000.41334,1022.667525,4.634210749,14.47388327,22.40276498,5.989262686,Clay,Wheat,-118.9433885,36.7239003,21.7,1.1,58,32.3,37,29.1,7.75
20-04-1987 00:00,26.80035849,73.16691165,5.987363423,1.249768456,1000.41334,1022.667525,4.634210749,14.47388327,22.40276498,5.989262686,Clay,Wheat,-120.6590424,36.61355209,26,1.1,264,34.1,34,29.4,6.3
21-04-1987 00:00,26.80035849,73.16691165,5.987363423,1.249768456,1000.41334,1022.667525,4.634210749,14.47388327,22.40276498,5.989262686,Clay,Wheat,-119.3320111,35.8618528,25.3,1.1,58,35.9,31,29.8,7.1
22-04-1987 00:00,26.80035849,73.16691165,5.987363423,1.249768456,1000.41334,1022.667525,4.634210749,14.47388327,22.40276498,5.989262686,Clay,Wheat,-119.6043091,37.5163193,25.8,1.1,264,37.1,26,30.3,6.6
23-04-1987 00:00,26.80035849,73.16691165,5.987363423,1.249768456,1000.41334,1022.667525,4.634210749,14.47388327,22.40276498,5.989262686,Clay,Wheat,-119.0625444,35.9064278,28.3,1.1,56,37.7,27,30.8,5.9
24-04-1987 00:00,26.80035849,73.16691165,5.987363423,1.249768456,1000.41334,1022.667525,4.634210749,14.47388327,22.40276498,5.989262686,Clay,Wheat,-119.703755,37.6582601,16.4,1.1,67,37.7,26,31.3,6.4
25-04-1987 00:00,26.80035849,73.16691165,5.987363423,1.249768456,1000.41334,1022.667525,4.634210749,14.47388327,22.40276498,5.989262686,Clay,Wheat,-119.6568095,37.6754824,35.7,1.1,67,37.9,23,31.6,5.5
26-04-1987 00:00,26.80035849,73.16691165,5.987363423,1.249768456,1000.41334,1022.667525,4.634210749,14.47388327,22.40276498,5.989262686,Clay,Wheat,-119.6151396,37.5074304,22,1.1,67,36.7,22,31.9,6.7
27-04-1987 00:00,26.80035849,73.16691165,5.987363423,1.249768456,1000.41334,1022.667525,4.634210749,14.47388327,22.40276498,5.989262686,Clay,Wheat,-119.4827805,37.3297234,17.5,1.1,56,33.9,26,32.1,5.8
